,매체명,헤드라인,내용요약,뉴스url
40,뉴스1,"갤러리아百, 추석 선물세트 사전예약 개시","예약판매 품목은 Δ배, 사과 등 농산 60품목 Δ한우 등 정육 12품목 Δ굴비, 갈치 등 수산 17품목 Δ건강식품 43품목 등 총 221개 품목이다. 갤러리아백화점은 기존 제품 판매가 대비 10~40% 저렴한 수준에 제품을...",http://news1.kr/articles/?3078584
41,세종포스트,"진세노사이드, 사포닌 등 인체 유효성분 함량 산삼배양근 '천혈환'","한편,?산삼배양근?천혈환은?건강식품?전문업체?엄마의?숲에서?구매가?가능하며?검색창에?""엄마의숲""을?검색하면?된다. ?보다?자세한?사항은?공식?홈페이지?혹은?고객센터로?문의?가능하다.",http://www.sjpost.co.kr/news/articleView.html?idxno=19098
42,아주경제,"[중기Pick] 한풀꺽인 여름, 한발 빠른 환절기 ‘목’ 보호 건강식품 대결","송창범 기자 kja33@ajunews.com 중소 건강식품 전문기업들이 한발 빠른 움직임으로, 환절기 ‘목’ 보호를 내세운 ‘도라지?배’ 건강식품 대결을 펼친다. 20일 업계에 따르면, 건강식품 브랜드 ‘올즙’과 ‘자연의품격’이...",http://www.ajunews.com/view/20170820084005305
43,데일리안,"갤러리아백화점, 21일부터 추석 선물세트 사전 예약 판매","갤러리아 예약판매 품목은 배, 사과 등 농산 60품목, 한우 등 정육 12품목, 굴비, 갈치 등 수산 17품목, 건강식품 43품목 등 총 221개 품목으로 지난 추석 예약판매 선물 195개 품목에서 13% 확대했다. 지난 추석과 비교해...",http://www.dailian.co.kr/news/view/655023/?sc=naver
44,브릿지경제,"건보공단 부산본부, 부산시약사회와 'BYE 약물 오·남용' 사업 추진","‘BYE 약물 오·남용’ 사업은 어르신들이 집에 보관중인 병원 처방 약, 건강보조 식품 등에 대한 올바른 복약 상담을 통해 약물 오·남용 방지로 어르신들의 건강한 삶을 위하고, 약제비 절감을 도모하고자 7월에서...",http://www.viva100.com/main/view.php?key=20170820010006863
45,이데일리,보은인사 꼬리표 류영진 식약처장 한달 만 침몰위기,"전여옥 전 의원은 류 처장 임명과 관련 페이스북에 “식품, 의약품, 건강기능식품, 마약류, 화장품, 의료기기 등의 안전에 대한 일을 도맡는 전문적인 기관인만큼 인사에 공정해야 한다”며 “이런 자리에 ‘약사 정치인’...",http://www.edaily.co.kr/news/newspath.asp?newsid=01367766616029288
46,중도일보,"문경시, 오미자 기능성음료 미국 수출","문경시는 그동안 전국 유일의 오미자산업특구 지정, 공동브랜드 ‘레디엠’상표등록, 농식품부 오미자산업지구 조성사업 등을 통해 문경오미자 산업을 체계적으로 육성해 건강기능식품과 향장제품, 의약품...",http://www.joongdo.co.kr/jsp/article/article_view.jsp?pq=201708200653
47,뉴시스,"AK플라자, 25일부터 추석선물세트 예약판매 돌입","온라인 및 모바일 주문이 매년 증가함에 따라 온라인 인기 아이템인 건강기능식품, 통조림, 쿠키 등의 품목도 확대 구성했다. 서울, 경기지역의 경우 AK플라자에서 직접 방문 배송하는 맞춤배송서비스를 제공하며...",http://www.newsis.com/view/?id=NISX20170820_0000072104&cID=13001&pID=13000
48,에너지경제,"AK플라자, 25일부터 추석선물세트 예약판매 돌입","온라인 및 모바일 주문이 매년 증가함에 따라 온라인 인기 아이템인 건강기능식품, 통조림, 쿠키 등의 품목도 확대 구성했다. 서울, 경기지역의 경우 AK플라자에서 직접 방문 배송하는 맞춤배송서비스를 제공하며...",http://www.ekn.kr/news/article.html?no=306974
49,아시아투데이,"대한민국 국가대표 '문경오미자', 아메리칸 드림 실현한다","시는 그동안 전국 유일의 오미자산업특구 지정, 공동브랜드 ‘레디엠’ 상표등록, 농식품부 오미자산업지구 조성사업 등 문경오미자 가공산업을 체계적으로 육성해 건강기능식품과 향장제품, 의약품, 식품첨가제...",http://www.asiatoday.co.kr/view.php?key=20170820010008430
50,이데일리,‘가을 추수’ 노리는 유통家...추석맞이 프로모션 ‘풍성’,"예약 품목은 배, 사과, 곶감 등 농산 27품목, 한우 등 축산 30품목, 굴비, 갈치 등 수산 16품목, 건강식품 24품목 등 총 177가지다. 명절 인기 상품인 한우는 5~10%, 굴비는 20%, 청과는 10~15%, 곶감·건과는 15~30%, 와인은 20~75...",http://www.edaily.co.kr/news/newspath.asp?newsid=01538326616029288
51,디지털타임스,"갤러리아백화점·AK플라자, 추석선물세트 사전 예약판매","이번 예약판매 품목은 배·사과 등 농산 60개 품목, 한우 등 정육 12개 품목, 굴비·갈치 등 수산 17개 품목, 건강식품 43개 품목 등 총 221개 품목이다. 특히 이번 추석 연휴는 최장 10일로 길어 추석선물세트 수요가...",http://www.dt.co.kr/contents.html?article_no=2017082002109976817001&ref=naver
52,브릿지경제,"갤러리아百, 21일부터 추석선물세트 예약판매","갤러리아 예약판매 품목은 배, 사과 등 농산 60품목, 한우 등 정육 12품목, 굴비, 갈치 등 수산 17품목, 건강식품 43품목 등 총 221개 품목으로 지난 추석 예약판매 선물 195개 품목에서 13% 확대했다. 지난 추석과...",http://www.viva100.com/main/view.php?key=20170820010006910
53,브릿지경제,"AK플라자, 25일부터 추석선물세트 예약판매 돌입","온라인 및 모바일 주문이 매년 증가함에 따라 온라인 인기 아이템인 건강기능식품, 통조림, 쿠키 등의 품목도 확대 구성했다. 서울, 경기지역의 경우 AK플라자에서 직접 방문 배송하는 맞춤배송서비스를 제공하며...",http://www.viva100.com/main/view.php?key=20170820010006937
54,매일일보,"서산9경·9품·9미, '2017 소비자평가 No.1 브랜드 대상'수상","자연과?건강한?식품,?맛좋은?음식의?이미지를?통일화해?서산9경·9품·9미?관광브랜드와?디자인을?개발했다. 디자인?중?9경은?자연의?절경을?상징할?수?있도록?푸른색과?녹색계열로?나타냈고?9품은...",http://www.m-i.kr/news/articleView.html?idxno=335787
55,서울경제,천일염의 모든 것 체험해 보세요,"천일염이 식품뿐만 아니라 건강한 삶을 돕는 천일염의 중요성과 기능, 생활 속 다양한 활용방안 등을 수도권 소비자에게 널리 알리는 계기가 될 것으로 주최측은 기대했다. 특히 추석 명절을 앞두고 50개 부스에서...",http://www.sedaily.com/NewsView/1OJTOX67MI
56,폴리뉴스,"갤러리아백화점, 21일부터 추석선물 예약판매","이번 예약 판매 행사에서는 농산 60품목, 정육 12품목, 수산 17품목, 건강식품 43품목 총 221개 품목을 최대 40% 할인된 가격에 선보인다. 대표 품목으로 프리미엄 PB(자체 브랜드) 한우정육 브랜드...",http://www.polinews.co.kr/news/article.html?no=325209
57,NSP통신,문경오미자로 만든 음료 ‘미국 진출’,"시는 그동안 전국 유일의 오미자산업특구 지정, 공동브랜드 ‘레디엠’상표등록, 농식품부 오미자산업지구 조성사업 등을 통해 문경오미자 산업을 체계적으로 육성해 건강기능식품과 향장제품, 의약품...",http://www.nspna.com/news/?mode=view&newsid=236898
58,NSP통신,"구미시, 어린이 식품안전보호구역 내 ‘위생 점검’",점검단은 ▷유통기한 경과제품 판매여부 ▷보존 및 유통기준 준수 여부 ▷조리식품 취급 종사자의 건강진단 실시여부 ▷조리 및 판매시설 등 위생관리 여부 ▷학교매점 및 어린이 기호식품 우수판매업소의 고열량...,http://www.nspna.com/news/?mode=view&newsid=236895
59,대전일보,"충주시, 자연그대로컴퍼니·태성산업과 투자협약","이날 투자협약을 맺는 자연그대로컴퍼니는 2017년 6월에 설립된 회사로, 과채류, 액상류 등 다양한 동결건조 경험을 바탕으로 건조과채류와 건강기능식품을 생산하는 업체이다. 또한 당뇨에 유익한 뽕잎을 이용한...",http://www.daejonilbo.com/news/newsitem.asp?pk_no=1276546
60,부산일보,"글램디, 건강한 몸매 위한 '글램디 엑서사이즈 부스터' 출시",글램디 엑서사이즈 부스터는 운동수행능력 향상에 도움이 되는 건강기능 식품으로 식푸의약품안전처로부터 인증받은 '크레아틴'이 함유돼 운동 시 신체에 활력을 더해준다. 평소 다양한 스포츠 활동이나 근력운동을...,http://news20.busan.com/controller/newsController.jsp?newsId=20170820000042
61,광주매일신문,"베툴린, 베툴린산 등 유효성분 극대화한 상락수 차가버섯",요즘 뜨고 있는 건강식품 중 하나인 차가버섯의 주요 성분은 베타글루칸과 베툴린&베툴린산이다. 이들 성분은 열과 수분에 매우 약해서 가공 과정을 거치다 파괴되는 경우가 허다했다. 상락수에서는 인간의 몸에 유익한...,http://www.kjdaily.com/read.php3?aid=1503208800416108203
62,전라일보,순창군 전통발효식초 활용 산업화길 연다!,"황숙주 군수는 '최근 우리 전통식초가 웰빙 건강식품으로 널리 인식되고 있다"" 면서 ""순창은 발효기술을 토대로 다양한 농축식초, 과일식초 등을 육성해 전통식초의 산업화에 길을 열어 나가겠다""고 말했다. 한편 순창 (재)...",http://www.jeollailbo.com/news/articleView.html?idxno=519581
63,충북일보,"자연그대로컴퍼니㈜·㈜태성산업, 서충주신도시에 둥지튼다","자연그대로컴퍼니는 지난 6월 설립된 회사로 과채류, 액상류 등 다양한 동결건조 과채류와 건강기능식품을 생산하는 업체다. 당뇨에 유익한 뽕잎을 이용한 다양한 제품 개발 능력을 보유해 당뇨특화도시 충주시와...",http://www.inews365.com/news/article.html?no=504960
64,현대경제신문,살충제 계란 파동…대체재 콩·귀리 제품 눈길,"건강기능식품, 시리얼, 화장품 등 다양한 제품으로 출시돼 소비자들의 눈길을 사로잡고 있다. 풀무원건강생활의 프리미엄 건강기능식품 브랜드 풀무원로하스 '로젠빈'은 혈행 개선 및 콜레스테롤 저하, 골다공증 발생 위험...",http://www.finomy.com/news/articleView.html?idxno=46957
65,금강일보,"서산시, '2017 소비자평가 No.1 브랜드대상'수상","시는 지역의 브랜드 가치를 높이기 위해 9개의 아름다운 자연과 건강한 식품, 맛좋은 음식의 이미지 등을 통일해 서산9경ㆍ9품ㆍ9미 관광브랜드와 디자인을 개발했다. 디자인 중 9경은 자연의 절경을 상징할 수...",http://www.ggilbo.com/news/articleView.html?idxno=398442
66,금강일보,충주시 자연그대로컴퍼니ㆍ태성산업과 투자협약,"이날 투자협약을 맺는 자연그대로컴퍼니㈜는 2017년 6월에 설립된 회사로, 과채류, 액상류 등 다양한 동결건조 경험을 바탕으로 건조과채류와 건강기능식품을 생산하는 업체이다. 또한 당뇨에 유익한 뽕잎을 이용한...",http://www.ggilbo.com/news/articleView.html?idxno=398474
67,스포츠조선,"AK플라자, 25일부터 추석선물세트 예약판매…가격대·종류 선택 DIY세트 품목 늘려","온라인 및 모바일 주문이 매년 증가함에 따라 온라인 인기 아이템인 건강기능식품, 통조림, 쿠키 등의 품목도 확대 구성했다. 서울, 경기지역의 경우 AK플라자에서 직접 방문 배송하는 맞춤배송서비스를 제공하며...",http://sports.chosun.com/news/ntype.htm?id=201708200100177060013030&servicedate=20170820
68,뉴스토마토,"유통업계, '추석 대목' 잡기 올인","예약 품목은 배, 사과, 곶감 등 농산 27품목, 한우 등 축산 30품목, 굴비, 갈치 등 수산 16품목, 건강식품 24품목 등 총 177가지다. 명절 인기 상품인 한우는 5~10%, 굴비는 20%, 청과는 10~15%, 곶감·건과는 15~30%, 와인은 20~75...",http://www.newstomato.com/ReadNews.aspx?no=772710
69,아주경제,"[로컬 건강 톡톡]부산, 건강백세 위한 '약물 오?남용' 방지 시스템 가동","특히, 65세 이상 어르신들이 노인병원 등 각종 병원에서 처방 받은 약, 건강 보조식품 등을 집에 보관한 채, 올바른 복약 방법을 제대로 인지하지 못하고 복약하는 등 어르신들의 약물 오?남용도 우려되고 있는 게...",http://www.ajunews.com/view/20170820153622511
70,스카이데일리,소비자입맛 맞춘 쌍방향 ‘솔루션 마케팅’ 활발,"식품업계는 식품이 건강과 밀접한 관련이 있는 만큼 소비자들이 깐깐하고 민감하게 제품을 고른다는 점에서 착안, 단순한 정보제공 차원을 넘어서 식품을 이용하면서 발생하는 고민에 대한 맞춤 해결을 위해 적극...",http://www.skyedaily.com/news/news_view.html?ID=64242
