,매체명,헤드라인,내용요약,뉴스url
117,경남도민일보,양파 맛은 제거하고 영양은 그대로 '양파껍질차',"그러나 지금까지 양파 소비는 생식이 대부분이고, 분말이나 즙으로 가공해 식품 첨가물 또는 건강보조식품으로만 이용됐다. 특히 음료가공품으로는 기존 양파추출액(양파즙) 외에는 전무한 실정이고, 양파가 가진...",http://www.idomin.com/?mod=news&act=articleView&idxno=546199
118,스포츠조선,"수면 부족해 축 처진 뱃살, '허리 업 다이어트'로 관리",'허리를 올려준다'라는 의미의 허리 업 다이어트는 복부의 혈행을 개선해주고 셀룰라이트 감소를 돕는 복부 밴드부터 복부 지방 감소와 배변 활동을 돕는 건강기능식품까지 다양한 아이템으로 늘어난 허리둘레를...,http://sports.chosun.com/news/ntype.htm?id=201708280100243890018111&servicedate=20170828
119,국토일보,[100세 시대를 위한 건강 지혜]식품 첨가물 문제,"류영창?공학박사?/?평화엔지니어링?부회장?ycryu1@daum.net ■?식품?첨가물?문제 컵라면?삼각깁밥?햄?명란젓?등?가공식품,?첨가물?많아 인체?내?독성물질?작용?'우려'…?식습관?조절로?건강?챙겨야 식품...",http://www.ikld.kr/news/articleView.html?idxno=79187
120,이뉴스투데이,"이마트, 동국제약 콜라보 브랜드 '몰리스 케어' 론칭","몰리스 케어는 실제 건강기능식품에 사용되는 휴먼그레이드 원료를 활용해 잇몸, 관절, 면역, 눈, 피부 건강 등 기능 별로 구분해 출시한 것이 가장 큰 특징이다. 이마트는 ""글로벌 브랜드들이 절대적인 지위를 갖고 있는...",http://www.enewstoday.co.kr/news/articleView.html?idxno=1102222
121,머니S,소화?흡수 안 된다면 'rTG 오메가3',오메가3는 혈관과 혈액순환에 효과가 있는 대표적인 건강기능식품으로 지난 40년간 꾸준히 판매되고 있는 혈액순환개선제다. 다만 개인별 오메가3 효과 차이는 천차만별이다. 오메가3 복용 시 속이 더부룩하고...,http://www.moneyweek.co.kr/news/mwView.php?type=1&no=2017082808548091468&outlink=1
122,아시아경제,"AK몰, 가을 패션·뷰티 아이템 최대 60% 할인",뷰티 및 건강식품 등을 최대 60%까지 할인 판매한다. 이번 기획전은 ‘여름과 가을 사이’를 테마로 가을 뷰티 신상품과 의류를 소개하고 서늘해진 날씨에 건강을 지키기 위한 비타민 ·보양식품을 선보인다....,http://www.asiae.co.kr/news/view.htm?idxno=2017082808580450932
123,글로벌이코노믹,"[특징주] 내츄럴엔도텍, 3만원선 사수할까? 주가 힘겨루기","한편 식약처는 지난 22일 백수오의 안전성 평가 결과, 백수오를 열수추출물 형태로 가공한 건강기능식품과 일반 식품은 모두 안전한 것으로 확인됐다고 22일 밝힌 바 있다. 최성해 기자 bada@g-enews.com <저작권자...",http://www.g-enews.com/ko-kr/news/article/news_all/201708280912352740c642673384_1/article.html
124,주간무역,아세안 식품시장 성장세 지속,"코트라 관계자는 ""아세안 내 중산층 증가와 함께 건강한 식품에 대한 인식이 향상돼 수요가 증가하고 있다""며 ""한국 제품은 한류에 힘입어 가격 경쟁력 및 품질을 확보해 제품의 신뢰도와 브랜드 인지도 향상이...",http://jedam15.koreafree.co.kr/news/view.html?section=1&category=136&item=&no=32523
125,한국경제,연극 ‘집나간 아빠’ 해오름소극장 무대 오른다,"검증되지 않은 엉터리 건강보조식품을 팔아 하루하루 근근이 살아간다. 그러던 어느 날, 그가 살고 있는 쪽방촌에 노모와 함께 사는 평범한 가정주부를 꿈꾸었던, 수림이 이사를 온다. 상철은 수림과 좋았던 감정, 나빴던...",http://news.hankyung.com/article/201708285971H
126,헤럴드경제,"지주사 전환완료한 일동제약ㆍ휴온스, ‘미래먹거리 찾기’ 분주",-뷰티ㆍ건강기능식품 등 비처방약 시장 확대 지주사 전환을 완료한 일동제약과 휴온스가 제약바이오사 범주를 넘나드는 미래먹거리 찾기에 분주하다. 28일 관련업계에 따르면 양사는 작년과 올해 잇따라 기업분할과...,http://news.heraldcorp.com/view.php?ud=20170828000132
127,매일일보,"리듬앤 씨어터, 연극 '집나간 아빠' 특별 공연","검증되지?않은?엉터리?건강보조식품을?팔아?하루하루?근근이?살아간다. 그러던?어느?날,?그가?살고?있는?쪽방촌에?노모와?함께?사는?평범한?가정주부를?꿈꾸었던,?수림이?이사를?온다. ?상철은?수림과...",http://www.m-i.kr/news/articleView.html?idxno=337708
128,서울경제,"""미래는 스마트학습사회, 은퇴시기 내가 정한다.""","‘요거베리’, ‘황후의 보이차’ 등 건강식품 분야에서 히트상품을 잇따라 개발한 중소기업 휴럼은 독서경영우수기업으로 선정됐다. 이 소장은 “과학자로서 먼 미래를 예측하기는 어렵지만 3년 이후의 변화는 가늠해...",http://www.sedaily.com/NewsView/1OJXDCIS4X
129,세계일보,"나이 잊은 '갱춘기', 활기찬 생활 위해 이것 챙겨라!","오리지날 두유 베지밀을 판매하는 정식품은 갱춘기 중년 건강에 필요한 영양성분을 강화한 맞춤 두유를 선보이고 있다. 정식품의 ‘베지밀 5060 시니어 두유’는 몸에 좋은 국산 검은콩을 사용했고, 시니어에게 필수적인...",http://www.segye.com/content/html/2017/08/28/20170828000499.html?OutUrl=naver
130,아시아경제,아버지의 슬픈 뒷모습 그린 연극 '집나간 아빠',아내와 사별한 그는 어린 딸을 보육원에 맡긴 채 건강보조식품을 팔며 빈민가 쪽방촌에서 하루하루 근근이 살아간다. 그러던 어느 날 상철은 어머니와 함께 쪽방촌으로 이사 온 수림과 만나면서 사랑의 감정을 느낀다....,http://www.asiae.co.kr/news/view.htm?idxno=2017082809300751035
131,이투데이,‘먹슬림’ 다이어트 유행에 건강기능식품 뜬다,건강기능식품 전문업체 비타민하우스는 '먹슬림' 시장을 겨냥해 '건강한 한끼'를 충족시켜줄 수 있는 '플레이틴'과 '플레이틴 알파'를 출시해 인기를 끌고 있다. 비타민하우스의 '플레이틴'은 식이요법과 체질개선을 한번에...,http://www.etoday.co.kr/news/section/newsview.php?idxno=1531966
132,시민일보,"(주)고려인삼공사, 차가버섯 오프라인 판매 시범 사업프랜차이즈 사업자 창업 지원","고려인삼공사?관계자는?""업계?최초로?실시되는?오프라인?대리점?모집은?대체식품?시장의?무한?성장성이?보이고,?사업성이?매우?높아?건강식품?사업에?관심이?많은?중장년,?청년?예비?사업주에게?희망을...",http://www.siminilbo.co.kr/news/articleView.html?idxno=529172
133,스포츠조선,"NS홈쇼핑, 경북지방우정청과 손잡고 홈쇼핑 입점설명회 진행",이날 입점 설명회에서는 건강식품팀 나정채 팀장이 나서 NS홈쇼핑의 소개 및 홈쇼핑 업계에 대한 경쟁상황과 홈쇼핑 소비자들의 니즈에 대한 간략한 설명을 시작으로 입점 프로세스에 대한 설명을 진행했으며...,http://sports.chosun.com/news/ntype.htm?id=201708290100245680018216&servicedate=20170828
134,데일리팜,"동국, 반려 동물 전문 브랜드 '몰리스 케어 플러스' 론칭","이번에 출시된 사료와 영양제들은 잇몸, 관절, 눈, 피부, 면역 등으로 구분되어 기획된 상품으로 기존 건강기능식품에 사용되는 다양한 원료들을 배합한 것이 특징이다. 또한 사료는 보관이 쉽도록 개별 포장하고...",http://www.dailypharm.com/News/230194
135,파이낸셜뉴스,"인피니소프트, 종근당건강에 ‘이노페이’ 결제 서비스 제공",핀테크 솔루션 및 PG 시스템 구축 전문업체인 인피니소프트는 종근당건강이 만든 다이어트 건강기능식품 ‘24360올컷’ 판매 시 ‘이노페이(INNOPAY)’ 결제 서비스를 제공한다고 28일 밝혔다. 첫 공개 직후부터 꾸준한...,http://www.fnnews.com/news/201708280949277993
136,넥스트데일리,"NS홈쇼핑, 경북지방우정청과 함께 홈쇼핑 입점설명회",이날 입점 설명회에서는 건강식품팀 나정채 팀장이 NS홈쇼핑 소개 및 홈쇼핑 업계에 대한 경쟁상황과 홈쇼핑 소비자들의 니즈에 대한 간략한 설명을 시작으로 입점 프로세스에 대한 설명을 진행했다. 이날...,http://www.nextdaily.co.kr/news/article.html?id=20170828800012
137,약사공론,"동국제약, 반려동물 위한 ‘몰리스 케어 플러스’ 론칭","이번에 출시된 사료와 영양제들은 잇몸, 관절, 눈, 피부, 면역 등으로 구분되어 기획된 상품으로 기존 건강기능식품에 사용되는 다양한 원료들을 배합한 것이 특징이다. 또한 사료는 보관이 쉽도록 개별 포장하고...",http://www.kpanews.co.kr/article/show.asp?idx=186582&table=article&category=D
138,뉴시스,"AK몰, 가을 패션?뷰티 아이템 최대 60% 할인",및 건강식품 등을 최대 60%까지 할인 판매한다. 이번 기획전은 '여름과 가을 사이'를 테마로 가을 뷰티 신상품과 의류를 소개하고 서늘해진 날씨에 건강을 지키기 위한 비타민?보양식품을 할인 판매한다....,http://www.newsis.com/view/?id=NISX20170828_0000078668&cID=13001&pID=13000
139,폴리뉴스,"AK몰, 31일까지 ‘폴 인 러브’ 기획전",[폴리뉴스 서예온 기자] 애경은 종합온라인쇼핑몰 AK몰에서 31일까지 4일간 ‘폴 인 러브(FALL IN LOVE)’ 기획전을 진행한다고 28일 밝혔다.이번 행사는 가을 의류뷰티 및 건강식품 등을 최대 60% 할인 판매하는 것이...,http://www.polinews.co.kr/news/article.html?no=326196
140,리얼푸드,"[리얼푸드]'건강', '안전'이 주요 키워드...美 식품업계, 식품 개혁 돌입",[리얼푸드=고승희 기자] 미국 식품 시장에서 '건강'과 '안전'은 더이상 간과해선 안 되는 주요 키워드가 됐다. 한국농수산식품유통공사(aT)와 미국 매체 푸드다이브에 따르면 제너럴 밀스(General Mills)를 비롯한 미국의...,http://www.realfoods.co.kr/view.php?ud=20170828000235
141,아시아뉴스통신,"대구과학대 식품영양조리학부, 경북도 공무원 중견간부양성과정 요리실습 교육 운영","대구과학대 식품영양조리학부는 이번 교육의 주제를 '식품과 건강'으로 정하고 ▶알리오 올리오, 쉬림프 앤 찹스테이크 ▶치즈를 곁들인 칼라토마토 프렌치드레싱 샐러드 ▶호두크림치즈 베이글 ▶치킨랩 샌드위치...",http://www.anewsa.com/detail.php?number=1211706&thread=09r02
142,뉴스타운,"인피니소프트, 종근당건강에 '이노페이' 결제 서비스 제공",ⓒ뉴스타운 인피니소프트(대표 황인철)는 종근당건강(대표 김호곤)이 만든 다이어트 건강기능식품 '24360올컷' 판매 시 '이노페이(INNOPAY)' 결제 서비스를 제공한다고 밝혔다. 첫 공개 직후부터 꾸준한 관심을 받고 있는...,http://www.newstown.co.kr/news/articleView.html?idxno=296253
143,파이낸셜뉴스,"올 여름 면세점, 욜로(YOLO) 라이프스타일 판매 늘었다","당초 외국인 고객을 타깃으로 기획했으나, 건강식품 등에 대한 내국인 고객들의 선호도도 함께 높아지고 있어 판매량이 증가된 것으로 분석된다. 또한 젊은 층을 겨냥한 합리적인 가격대의 로드샵 화장품 브랜드 매출이...",http://www.fnnews.com/news/201708281013516083
144,메디파나뉴스,"동국제약, 반려동물브랜드 '몰리스케어플러스' 론칭","이번에 출시된 사료와 영양제들은 잇몸, 관절, 눈, 피부, 면역 등으로 구분되어 기획된 상품으로 기존 건강기능식품에 사용되는 다양한 원료들을 배합한 것이 특징이다. ? 또한 사료는 보관이 쉽도록 개별 포장하고...",http://medipana.com/news/news_viewer.asp?NewsNum=205923&MainKind=A&NewsKind=5&vCount=12&vKind=1
145,뉴스타운,"에이치엘사이언스, 간 건강 세계일류상품 ""닥터슈퍼칸"" 이마트 입점","com)에서 판매된다고 28일 밝혔다 ""닥터슈퍼칸""은 ㈜에이치엘사이언스가 밀크씨슬추출물로 만든 대표적인 간 건강기능식품이며, 산업통상자원부가 선정한 세계일류상품이다. 2011년 출시하여 현재까지 누적 매출액 약 1...",http://www.newstown.co.kr/news/articleView.html?idxno=296263
146,한국경제,"에이치엘사이언스, 건강기능식품 '닥터슈퍼칸' 이마트 입점",에이치엘사이언스는 건강기능식품 '닥터슈퍼칸'이 29일부터 전국 이마트 137개 점포 및 온라인 이마트몰에서 판매된다고 28일 밝혔다 닥터슈퍼칸은 에이치엘사이언스가 밀크씨슬추출물로 만든 간건강에 도움을 주는...,http://news.hankyung.com/article/201708286217f
147,디지털타임스,"인피니소프트, 종근당건강에 ‘이노페이’ 결제 서비스 제공",핀테크 솔루션 및 PG 시스템 구축 전문기업 인피니소프트(대표 황인철)가 종근당건강(대표 김호곤)이 만든 다이어트 건강기능식품 '24360올컷' 판매 시 '이노페이'(INNOPAY) 결제 서비스를 제공한다고 28일 밝혔다. 공개...,http://www.dt.co.kr/contents.html?article_no=2017082802109952660009&ref=naver
148,메디파나뉴스,"종근당건강, 건기식에 이노페이 결제 서비스 도입",핀테크 솔루션 및 PG 시스템 구축 전문업체인 인피니소프트는 종근당건강이 만든 다이어트 건강기능식품 ‘24360올컷’ 판매 시 ‘이노페이(INNOPAY)’ 결제 서비스를 제공한다고 28일 밝혔다. ? `24360 올컷`은 모델...,http://medipana.com/news/news_viewer.asp?NewsNum=205924&MainKind=A&NewsKind=5&vCount=12&vKind=1
149,스페셜경제,"'공정위 조사-매출 감소' 이중고에 빠진 아모레퍼시픽…서경배 회장, 연봉 급상승 '눈총'","H&B스토어들은 단순히 화장품 뿐만 아니라 건강보조식품, 생활용품, 의약품, 미용제품 등 다양한 제품들을 판매한다는 강점을 내세우면서 소비자들에게 각광을 받았다. 아리따움처럼 아모레퍼시픽 내 계열사의 화장품만...",http://www.speconomy.com/news/articleView.html?idxno=90046
150,약업신문,"동국제약,반려 동물 전문 브랜드 ‘몰리스 케어 플러스’ 론칭","이번에 출시된 사료와 영양제들은 잇몸, 관절, 눈, 피부, 면역 등으로 구분되어 기획된 상품으로 기존 건강기능식품에 사용되는 다양한 원료들을 배합한 것이 특징이다. ?또한 사료는 보관이 쉽도록 개별 포장하고...",http://www.yakup.com/news/index.html?mode=view&cat=12&nid=209145
151,비즈트리뷴,"에이치엘사이언스, 간 건강 상품 “닥터슈퍼칸”, 이마트 입점","“닥터슈퍼칸”은 에이치엘사이언스가 밀크씨슬추출물로 만든 대표적인 간 건강기능식품이며, 산업통상자원부가 선정한 세계일류상품이다. 지난 2011년 출시하여 현재까지 누적 매출액 약 1,000억원 이상을...",http://biztribune.co.kr/n_news/news/view.php?no=24412
152,머니투데이,"대구과학대, 경북 공무원 요리실습 교육","대구과학대 식품영양조리학부는 이번 교육의 주제를 '식품과 건강'으로 정하고 △알리오 올리오, 쉬림프 앤 찹스테이크 △치즈를 곁들인 칼라토마토 프렌치드레싱 샐러드 △호두크림치즈 베이글 △치킨랩 샌드위치...",http://www.mt.co.kr/view/mtview.php?type=1&no=2017082810137481460&outlink=1
153,KNS뉴스통신,"대구과학대, 경상북도 공무원 '중견간부양성과정 요리실습 교육' 운영","대구과학대?식품영양조리학부는?이번?교육의?주제를?'식품과?건강'으로?정하고,?△알리오?올리오,?쉬림프?앤?찹스테이크?△치즈를?곁들인?칼라토마토?프렌치드레싱?샐러드?△호두크림치즈?베이글...",http://www.kns.tv/news/articleView.html?idxno=346208
154,메디컬투데이,"동국제약, 반려동물 전문 브랜드 ‘몰리스 케어 플러스’ 론칭","이번에 출시된 사료와 영양제들은 잇몸, 관절, 눈, 피부, 면역 등으로 구분되어 기획된 상품으로 기존 건강기능식품에 사용되는 다양한 원료들을 배합한 것이 특징이다. 또한 사료는 보관이 쉽도록 개별 포장하고...",http://www.mdtoday.co.kr/mdtoday/index.html?no=294173
155,뉴시스,"NS홈쇼핑, 경북지방우정청과 손잡고 홈쇼핑 입점 설명회",이날 입점 설명회에서는 건강식품팀 나정채 팀장이 나서 NS홈쇼핑의 소개 및 홈쇼핑 업계에 대한 경쟁상황과 홈쇼핑 소비자들의 니즈에 대한 간략한 설명을 시작으로 입점 프로세스에 대한 설명을 진행했으며...,http://www.newsis.com/view/?id=NISX20170828_0000078787&cID=13001&pID=13000
156,의학신문,"동국, 반려 동물 전문 브랜드 ‘몰리스 케어 플러스’ 론칭","이번에 출시된 사료와 영양제들은 잇몸, 관절, 눈, 피부, 면역 등으로 구분되어 기획된 상품으로 기존 건강기능식품에 사용되는 다양한 원료들을 배합한 것이 특징이다. 동국제약 헬스케어사업부 담당자는 “이번...",http://www.bosa.co.kr/news/articleView.html?idxno=2067446
157,쿠키뉴스,안국건강X티몬‘코박사 키즈’환절기 대비 특가 행사 실시,"코박사 키즈는 식약처에서 기능성을 인정받은 구아바 잎 추출물 등 자연유래성분을 원료로 한 건강기능식품으로써 대학병원 인체시험을 통해 수양성 콧물, 재채기, 코 가려움 등의 개선을 확인한 바 있다. 또...",http://www.kukinews.com/news/article.html?no=480045
158,헤럴드경제,‘건강·이국적 레시피’…유럽 즉석조리식품 트렌드,"aT관계자는 “유럽의 즉석조리식품 시장은 건강, 웰빙에 맞는 건강한 레시피, 이국적인 메뉴가 인기를 끌고 있기 때문에 건강한 한식의 이미지를 강조한다면 추후 소스류나 원재료 등의 수출확대에 긍정적인 영향을...",http://news.heraldcorp.com/view.php?ud=20170828000309
159,머니S,"NS홈쇼핑, 경북지방우정청과 홈쇼핑 입점설명회 진행",이날 입점 설명회에서는 건강식품팀 나정채 팀장이 나서 NS홈쇼핑의 소개 및 홈쇼핑 업계에 대한 경쟁상황과 홈쇼핑 소비자들의 니즈에 대한 간략한 설명을 시작으로 입점 프로세스에 대한 설명을 진행했으며...,http://www.moneyweek.co.kr/news/mwView.php?type=1&no=2017082811178066574&outlink=1
160,이코노미스트,[한국 뒤흔든 ‘먹거리·생필품·질병 쇼크’ 돌아보니] 도대체 뭘 먹고 뭘 쓰라는 말인가,"백수오 제품 대부분을 공급하는 건강식품회사인 내츄럴엔도텍은 즉각 반발했다. 하지만 뒤이어 진행된 식약처의 전수조사 결과, 207개 백수오 제품 가운데 진짜 백수오만을 쓴 것은 단 10개, 5%에 불과했다. 믿었던...",http://jmagazine.joins.com/economist/view/317923
161,스포츠조선,"AK몰, 31일까지 가을 패션·뷰티·건강식품 아이템 최대 60% 할인 행사","AK플라자가 운영하는 종합온라인쇼핑몰 AK몰은 8월28일부터 31일까지 'FALL IN LOVE' 기획전을 통해, 가을 의류·뷰티 및 건강식품 등을 최대 60%까지 할인 판매한다고 밝혔다. 이번 기획전에서는 '여름과 가을 사이'를...",http://sports.chosun.com/news/ntype.htm?id=201708280100247150018306&servicedate=20170828
162,베타뉴스,"안국건강, 소셜 커머스 티몬에서 환절기 대비 '코박사 키즈' 특가 진행","안국건강만의 제조원칙에 따라 합성착향료, 합성감미료를 전혀 넣지 않고, 식약처에서 인정받은 건강기능식품 원료인 구아바잎 추출물을 비롯해 자연유래 원료를 사용하여 특히 환절기만 되면 코 과민반응으로 힘들어...",http://www.betanews.net:8080/article/731991.html
163,데이터넷,"인피니소프트, 종근당건강에 결제 서비스 제공",인피니소프트(대표 황인철)는 종근당건강(대표 김호곤)의 다이어트 건강기능식품 '24360올컷'에 '이노페이(INNOPAY)' 결제 서비스를 제공한다고 밝혔다. 이노페이는 오프라인 현장에서 판매자가 대면 및 비대면으로...,http://www.datanet.co.kr/news/articleView.html?idxno=114196
164,데이터넷,경남 거창서 친환경 재배로 기르는 '꿈의베리 이창모아로니아',우리 가족을 위한 특별한 건강식품이 필요하다면 거창 아로니아 '꿈의베리 이창모아로니아'를 만나보자. 아로니아 생과 및 아로니아 분말 구매 문의 및 보다 자세한 내용은 홈페이지 또는 인터넷으로 '꿈의베리' 검색을...,http://www.datanet.co.kr/news/articleView.html?idxno=114204
165,강원신문,"횡성토마토, 라이코펜 등 생리활성 물질 분석",토마토가 소비자들에게 건강식품으로 주목받는 가장 큰 이유는 토마토에 다량으로 함유된 라이코펜과 항산화물질이다. 토마토의 붉은색을 띄게 하는 라이코펜은 항산화 작용을 통해 유해산소를 배출시키는 역할을 한다....,http://www.gwnews.org/news/articleView.html?idxno=110166
166,헤럴드경제,지주사 간판 단 일동제약·휴온스…미래 위한 ‘외도’ 시동,28일 관련업계에 따르면 양사는 작년과 올해 잇따라 기업분할과 지주사 전환을 완료하고 뷰티와 건강기능식품 등 비처방약 시장을 개척하고 있다. 양사는 지주사 전환 승인으로 경영권 안정과 지배구조 강화를...,http://news.heraldcorp.com/view.php?ud=20170828000477
167,미디어펜,"AK몰, 가을 의류 최대 60% 할인","AK플라자 수원점 전경/사진=애경 [미디어펜=나광호 기자]AK플라자가 운영하는 종합온라인쇼핑몰 AK몰은 28일부터 31일까지 'FALL IN LOVE' 기획전을 진행, 가을 의류뷰티·건강식품 등을 최대 60% 할인 판매한다고 28일 밝혔다....",http://www.mediapen.com/news/view/295512
168,데일리팜,"진화된 블로그 마케팅, 포털 관리에도 '우후죽순'",건강기능식품에 대해 사실과 다른 홍보글을 유포한 일반인이 검찰조사를 받았으나 블로그마케팅이 진화한 형태로 우후죽순 재생산되고 있다. 건강기능식품 뿐 아니라 일반 제품 마케팅에도 널리 활용되고 있는 바이럴...,http://www.dailypharm.com/News/230212
169,불교공뉴스,타 지역과 차별화 된 횡성만의 레드푸드 선두주자,토마토가 소비자들에게 건강식품으로 주목받는 가장 큰 이유는 토마토에 다량으로 함유된 라이코펜과 항산화물질이다. 토마토의 붉은색을 띄게 하는 라이코펜은 항산화 작용을 통해 유해산소를 배출시키는 역할을 한다....,http://www.bzeronews.com/news/articleView.html?idxno=317224
170,서울경제,"AK몰, 가을 패션·뷰티 아이템 최대 60% 할인",[서울경제] AK플라자가 운영하는 종합온라인쇼핑몰 AK몰이 이달 31일까지 ‘폴 인 러브(FALL IN LOVE)’ 기획전을 통해 가을 의류·뷰티 및 건강식품 등을 최대 60%까지 할인 판매한다. 이번 기획전은 ‘여름과 가을...,http://www.sedaily.com/NewsView/1OJXD4GIVS
171,내일신문,"AK몰, 뷰티·건강제품 최대 60% 할인","[내일신문] AK몰은 28일부터 31일까지 '폴인러브'(FALL IN LOVE) 기획전을 통해, 가을 의류·뷰티 및 건강식품 등을 최대 60%까지 할인 판매한다. 이번 기획전은 '여름과 가을 사이'를 주제로 가을 뷰티 신상품과...",http://www.naeil.com/news_view/?id_art=248814
172,헬로티,"인피니소프트, 종근당건강에 ‘이노페이’ 결제 서비스 제공",[첨단 헬로티] 결제 솔루션 업체 인피니소프트(대표 황인철)는 종근당건강(대표 김호곤)이 만든 다이어트 건강기능식품 '24360올컷' 판매 시 '이노페이(INNOPAY)' 결제 서비스를 제공한다고 밝혔다. 종근당건강은 최근...,http://www.hellot.net/new_hellot/magazine/magazine_read.html?code=205&sub=008&idx=36369
173,파이낸셜뉴스,"NS홈쇼핑, 경북지방우정청과 지역상품 홈쇼핑 입점설명회 진행","이날 참여한 업체는 42개사 56개 상품으로 NS홈쇼핑 건강식품담당 MD 3명, 이미용담당 MD 1명, 패션 생활 담당 MD 1명, NS플러스샵 담당 MD 1명 등 총 7명의 전문 MD들이 참석해 각 업체를 1대1로 약 2시간에 걸쳐 열띤 입점...",http://www.fnnews.com/news/201708281146481164
174,전업농신문,"라승용 농진청장, 함평?영광 농업인과 소득향상 모색","청년창업농?조합공동체인?'청년농부유통조합?지오쿱'은?30여명의?전남지역?청년농업인이?함께하고?있으며,?최신소비경향에?맞춘?창의적인?상품개발과?건강식품을?통해?주목받고?있다. ?? 농가?방문을?마친...",http://www.palnews.co.kr/news/articleView.html?idxno=86072
175,시민일보,의정부시 흥선권역 Code-Black캠페인 실시,"또한?화재예방?물품?이외도?기부?받은?일상생활용품과?건강식품을?제공하고?대상자의?복지욕구,?주거환경,?건강상태?등을?알?수?있는?모니터?상담을?직접?실시하여?향후?서비스연계?시?자원이...",http://www.siminilbo.co.kr/news/articleView.html?idxno=529211
176,한국경제,"고려한백 건강식품 전문브랜드 웰베라, ‘데일리 퓨어허브 화이버’ 출시",㈜고려한백의 건강식품 전문브랜드 웰베라(welbera)에서 '데일리 퓨어허브 화이버(Daily Pure Herb Fiber)'를 출시했다는 소식이다. ‘데일리 퓨어허브 화이버’는 1일 2회 간편하게 하루에 필요한 식이섬유를 섭취할 수...,http://news.hankyung.com/article/201708287133a
177,헤럴드경제,"AK몰, 가을 패션ㆍ뷰티 아이템 최대 60％ 할인",-31일까지 ‘FALL IN LOVE’ 행사…가을 패션ㆍ뷰티 할인 AK플라자가 운영하는 종합온라인쇼핑몰 AK몰은 28일을 시작으로 오는 31일까지 ‘FALL IN LOVE’ 기획전을 통해 가을 의류ㆍ뷰티 및 건강식품 등을 최대 60...,http://news.heraldcorp.com/view.php?ud=20170828000602
178,MTN,"에이치엘사이언스, '닥터 슈퍼칸' 이마트 정식 입점","'닥터슈퍼칸'은 에이치엘사이언스가 밀크씨슬추출물로 간 건강기능식품이다. 2011년 출시하여 현재까지 누적 매출액 약 1,000억원 이상을 기록했고 4년 연속 간 건강기능식품(밀크씨슬추출물) 브랜드인지도 1위를...",http://news.mtn.co.kr/newscenter/news_viewer.mtn?gidx=2017082813490949113
179,매일일보,"뉴트리라이트, '7기 대학생 기자단' 해단식 개최",[매일일보?홍승우?기자] ?건강기능식품?및?비타민?브랜드?'뉴트리라이트'가?지난?24일?서울?강남구에?위치한?한국암웨이?본사에서?뉴트리라이트?대학생?기자단?7기?해단식?'젠넥스트?페스티벌(Gen-Next...,http://www.m-i.kr/news/articleView.html?idxno=337945
180,YTN사이언스,믿었던 친환경마저…제값 하는 친환경 먹거리 되려면?,"그리고 이번 일을 계기로 우리 농가 전체, 특히나 친환경적인 방식으로 축산물을 생산하는 농가들이 조금 더 신뢰를 얻어서 소비로 자연스럽게 이어지고, 그러면서 우리 식품 업계가 더 건강해 질 수 있었으면 좋겠습니다....",http://www.ytnscience.co.kr/program/program_view.php?s_mcd=0082&s_hcd=0007&key=201708281106082225
181,머니S,"인피니소프트, 종근당건강에 결제 서비스 ‘이노페이’ 제공",핀테크 솔루션 및 PG 시스템 구축 전문업체인 인피니소프트가 종근당건강이 만든 다이어트 건강기능식품 ‘24360올컷’ 판매 시 ‘이노페이(INNOPAY)’ 결제 서비스를 제공한다고 밝혔다. 본문 이미지 영역 /사진...,http://www.moneyweek.co.kr/news/mwView.php?type=1&no=2017082814168037690&outlink=1
182,데일리안,"AK몰, 가을 패션·뷰티 아이템 최대 60% 할인","AK플라자가 운영하는 종합온라인쇼핑몰 AK몰은 28일부터 31일까지 'FALL IN LOVE' 기획전을 통해, 가을 의류·뷰티 및 건강식품 등을 최대 60%까지 할인 판매한다. 이번 기획전은 '여름과 가을 사이'를 테마로 가을 뷰티...",http://www.dailian.co.kr/news/view/656843/?sc=naver
183,통일신문,"‘남성’ 건강식 흑마늘, 알고 보면 누구나 먹는 영양식",흑마늘은 ‘남자들의 건강식품’이라는 타이틀이 너무 강해 찾는 이들이 다소 한정적인 건강식품이다. 하지만 흑마늘은 남성뿐만 아니라 누가 먹어도 좋을 만큼 탁월한 효능을 갖추고 있다. ? 흑마늘에는 안토시아닌...,http://www.unityinfo.co.kr/sub_read.html?uid=22745§ion=sc28
184,한국경제TV,"자연원 '5無주스', 런칭 10주년 기념 이벤트 실시","이와 관련, 자연에 가장 가까운 재료들로 만드는 건강하고 맛있는 식품 브랜드 자연원은 5가지 무첨가, 유기농 원료로만 만들어 런칭 이후 꾸준히 사랑을 받고 있는 어린이주스 브랜드 '5無주스' 런칭 10주년을 기념해...",http://www.wowtv.co.kr/newscenter/news/view.asp?bcode=T30001000&artid=A201708280209
185,전자신문,"인피니소프트, 종근당건강에 결제 서비스 '이노페이' 제공","다이어트 건강기능식품 '24360올컷'을 이노페이로 결제할 수 있다. 이노페이는 모바일 통합 결제 솔루션이다. 오프라인 현장에서 대면·비대면으로 간편하게 상품 대금을 결제, 수납할 수 있다. 다양한 결제 기능도...",http://www.etnews.com/20170828000157
